ZHilin P.T.,278,8.28708,good
Pimenov B.B.,231,0.817376,good
Savelev P.M.,130,6.29572,good
Dubrovin E.E.,236,2.13547,good
Serov B.I.,177,3.88823,good
Terentev Z.Z.,177,9.47545,good
Rodin I.F.,200,2.69215,good
Danilov N.F.,129,2.84035,good
Sukhanov S.S.,218,7.83865,good
Kapustin J.F.,269,2.82156,good
Ryzhov E.A.,218,0.113162,good
Dobrynin E.Z.,292,9.83236,good
Tkachev F.S.,211,8.19726,good
Danilov D.I.,129,3.98144,good
Riabinin M.E.,297,1.7688,good
Chistiakov T.D.,182,1.57731,good
Tikhonov Z.F.,128,2.57169,good
Zolotarev E.B.,213,1.01637,good
Gorbunov E.M.,150,6.34717,good
Lukin N.S.,198,7.9477,good
Shirokov N.P.,193,7.5294,good
Chebotarev N.M.,293,6.3343,good
Mironov A.M.,125,5.98217,good
Naumov E.G.,140,3.18778,good
Fadeev N.B.,164,1.17437,good
Aleshin P.K.,226,5.26123,good
Mironov L.L.,125,5.87989,good
Pimenov G.N.,230,7.02989,good
Rozanov D.D.,224,1.61688,good
Shcheglov K.T.,261,8.60226,good
Kondratev S.L.,149,5.56836,good
Nefedov P.G.,195,3.16007,good
Terentev D.K.,178,5.28548,good
ZHuravlev G.L.,140,5.88119,good
Semenov K.J.,105,4.30848,good
Babushkin F.I.,281,3.70226,good
Nechaev I.J.,185,4.46866,good
Tikhonov K.I.,128,3.87831,good
Cherniaev F.B.,290,0.782632,good
Nosov I.F.,182,2.53922,good
Kulikov N.N.,126,6.76237,good
KHudiakov K.P.,278,7.28608,good
Belov P.Z.,118,9.44753,good
Efimov J.Y.,132,9.40163,good
Aleksandrov G.J.,114,4.60434,good
Korotkov K.N.,173,6.61355,good
Anisimov I.M.,150,6.0564,good
Vlasov Z.D.,127,1.50394,good
Fomichev N.G.,257,3.43818,good
Kozhevnikov L.K.,191,5.22808,good
Borodin T.A.,170,0.149506,good
Bazhenov F.M.,190,6.42979,good
Chesnokov L.Y.,262,9.17848,good
Grekov F.Z.,287,9.70087,good
Pimenov F.T.,230,8.43975,good
Kolesnikov N.J.,143,4.55752,good
Goriunov S.A.,236,0.220837,good
Korshunov D.P.,282,7.0695,good
Biriukov P.J.,150,4.36638,good
Kulagin L.P.,273,7.5171,good
Sazonov Z.N.,194,6.95679,good
Bocharov F.P.,201,7.53863,good
Kravtsov D.A.,220,0.0425392,good
Troitskii K.B.,264,0.799169,good
Bessonov D.Y.,251,9.03301,good
Kostin S.P.,192,7.46679,good
Ermolov J.A.,291,0.0634169,good
Bulgakov L.K.,227,5.18478,good
Golovin B.L.,188,5.44023,good
Malinin I.E.,265,2.15826,good
Sevastianov I.M.,238,6.26861,good
Koltsov N.P.,241,7.0932,good
Kukushkin L.F.,298,2.80289,good
Dobrynin S.I.,291,3.7191,good
Kosarev N.G.,271,3.10169,good
Aksenov A.B.,158,1.03797,good
Shmelev K.S.,208,7.7588,good
Agafonov E.A.,203,0.552788,good
Filippov B.D.,120,1.60274,good
Karasev P.G.,183,2.97022,good
Petrovskii A.K.,215,4.77804,good
Rusanov J.K.,276,5.19988,good
Terekhov J.D.,188,1.50312,good
Shevtsov F.T.,246,8.33682,good
Eremeev N.L.,274,5.77776,good
Ananev N.G.,243,3.31175,good
Starikov A.Z.,260,9.86883,good
Merkulov L.A.,242,0.0165742,good
Uspenskii T.A.,249,0.293555,good
Fedorov I.K.,103,4.89652,good
KHudiakov L.P.,278,7.38959,good
Maslennikov N.L.,205,5.36267,good
Shirokov A.D.,193,1.22507,good
Sergeev Z.E.,113,1.88276,good
Bulatov G.M.,243,6.14126,good
Lukin M.D.,198,1.25933,good
Pankov L.Z.,234,9.54028,good
Golikov I.T.,237,8.38102,good
Naumov Z.F.,140,2.59014,good
Dorokhov F.J.,284,4.24336,good
ZHarov S.Y.,274,8.97914,good
Malakhov F.P.,278,7.60617,good
Fedoseev N.J.,209,4.51851,good
Gavrilov F.N.,127,6.65503,good
Selivanov B.E.,190,2.09562,good
Kalachev B.L.,298,5.46975,good
Kolesnikov A.D.,143,1.75974,good
Ageev M.J.,189,4.31908,good
Demin B.N.,163,6.87414,good
Agafonov I.T.,203,8.36207,good
Voloshin D.Z.,277,9.73346,good
Terekhov A.B.,188,0.803531,good
Larionov K.S.,193,7.69437,good
Kolpakov Y.F.,262,2.50155,good
Korotkov I.S.,173,7.69114,good
Sobolev K.P.,142,7.49252,good
Fedosov N.N.,300,6.81666,good
Fomin P.A.,130,0.363676,good
Kriuchkov E.E.,226,2.21667,good
Golovanov L.N.,223,6.52622,good
Ivanov M.I.,100,3.71466,good
Ivanov E.E.,100,2.33691,good
Basov N.D.,255,1.65928,good
Dolgov P.D.,246,1.59758,good
Fadeev A.N.,164,6.61994,good
Vorontsov D.Z.,183,9.49157,good
Golikov K.M.,237,6.21046,good
Dubrovin Y.A.,236,0.179445,good
Ovchinnikov M.P.,141,7.21872,good
Pugachev K.A.,268,0.536944,good
Kireev J.K.,242,5.19175,good
Izmailov S.B.,266,0.653563,good
Medvedev J.Z.,119,9.7718,good
Maksimov J.G.,116,3.29056,good
Sharov J.P.,253,7.43274,good
Aleshin E.D.,226,1.71379,good
Ermakov I.Y.,142,9.39725,good
Ermakov Z.F.,142,2.54957,good
Ilin B.D.,116,1.23849,good
Terentev K.D.,178,1.60083,good
Ermolov K.B.,291,1.05185,good
Cherniaev T.I.,290,3.68562,good
Zotov J.G.,178,3.27228,good
Belousov P.L.,154,5.76776,good
Erofeev T.P.,239,7.58246,good
Levin T.N.,157,6.99791,good
Boldyrev I.Y.,256,9.35242,good
Gubanov M.I.,257,3.62084,good
Vladimirov L.J.,184,4.55072,good
TSvetkov I.F.,156,2.4044,good
Golubev B.J.,138,4.21579,good
Petrov K.F.,102,2.89766,good
Ponomarev B.E.,138,2.16386,good
Riabinin S.K.,297,5.27439,good
Rumiantsev N.T.,149,8.63643,good
Okulov F.P.,264,7.11564,good
Melnikov F.I.,127,3.82822,good
Konstantinov B.J.,180,4.59763,good
Subbotin E.S.,220,7.95353,good
Bykov K.A.,135,0.0322878,good
Izmailov F.N.,266,6.64689,good
Abramov J.E.,131,1.86825,good
Kukushkin Z.D.,298,1.34039,good
Tikhomirov S.Z.,151,9.46045,good
Gromov D.M.,146,6.06001,good
Baranov B.G.,120,3.47492,good
Emelianov F.K.,144,5.09658,good
Koshelev T.T.,227,8.34338,good
Kliuev P.G.,239,3.29434,good
Semin S.M.,259,6.31763,good
Kliuev A.A.,239,0.414204,good
Glukhov D.S.,251,7.67065,good
Degtiarev B.K.,234,5.19303,good
Bulgakov Y.E.,227,2.20516,good
IAkovlev E.B.,111,0.889927,good
Zolotov N.P.,220,7.06461,good
Grishin K.F.,145,2.61779,good
Fadeev P.I.,164,3.78366,good
Ozerov E.E.,240,2.32608,good
Sidorov J.J.,123,4.69498,good
Meshkov T.Z.,253,9.77238,good
Maslennikov J.A.,205,0.342431,good
Zubov K.A.,211,0.316388,good
Sukhanov P.M.,218,5.91588,good
Ushakov S.G.,166,3.29579,good
Koltsov E.L.,241,5.36528,good
Tikhonov J.I.,128,4.03581,good
Efimov Z.Z.,132,9.6691,good
Kopylov T.T.,197,8.67514,good
Bespalov G.D.,272,1.4839,good
Minaev Z.M.,263,6.39523,good
Dorofeev J.Y.,211,9.31915,good
Glebov N.S.,248,8.15407,good
Demin L.L.,163,5.72807,good
Melnikov D.Z.,127,9.4525,good
Kruglov S.D.,206,1.55414,good
Safonov A.G.,162,3.43613,good
Sukhanov B.B.,218,0.965383,good
Ermolaev K.A.,204,0.22405,good
Sedov L.T.,186,8.56876,good
Galkin K.N.,152,6.74525,good
Beliakov P.N.,174,6.9846,good
Ustinov A.E.,178,1.91984,good
Ageev N.G.,189,3.45872,good
Nefedov B.D.,195,1.4071,good
Terentev Y.E.,177,2.21656,good
Kniazev I.L.,156,5.86016,good
Kiselev D.A.,115,0.263397,good
Kriukov N.P.,174,7.62344,good
Anisimov P.B.,151,0.773243,good
Orekhov M.Y.,235,9.25503,good
Kondrashov Y.J.,235,4.30446,good
Agafonov K.T.,203,8.31256,good
Suslov Y.M.,246,6.01638,good
Druzhinin P.K.,244,5.19337,good
Kornev K.D.,289,1.61419,good
Zimin Z.L.,192,5.7436,good
Paramonov F.L.,288,5.31427,good
Molchanov N.N.,164,6.67049,good
Zimin B.L.,192,5.48736,good
Ermolaev M.N.,203,6.67965,good
Rudakov K.L.,232,5.71583,good
Shishkin M.J.,180,4.41313,good
Shchukin D.K.,221,5.02275,good
Kukushkin P.A.,298,0.316565,good
Savelev A.K.,130,5.22063,good
Orekhov G.A.,234,0.350595,good
Kuzin F.B.,169,1.07181,good
Lapshin I.L.,208,5.51829,good
Kupriianov M.M.,205,6.11111,good
Alekhin Y.S.,266,7.7203,good
Mikhailov K.K.,103,4.86681,good
Simonov N.N.,155,6.96996,good
Rogov I.K.,229,4.8685,good
Zinovev K.P.,209,7.1045,good
Dorokhov L.F.,284,2.76647,good
Iudin M.F.,153,2.80104,good
Muratov N.L.,294,5.3049,good
Kondratev Y.F.,149,2.35403,good
Voronkov J.M.,269,5.97476,good
Salnikov S.Y.,239,9.20252,good
Kozhevnikov N.S.,191,8.21177,good
Troitskii K.E.,264,2.3027,good
Volkov D.Y.,104,8.99521,good
Martynov F.N.,132,6.51515,good
Merkulov A.Y.,242,9.35936,good
Kireev F.T.,242,8.58766,good
Panin F.Z.,187,9.52431,good
Pozdniakov K.D.,217,1.2295,good
Glukhov J.N.,251,7.02471,good
Gribov J.B.,299,1.07739,good
Salnikov S.B.,239,0.998656,good
Kniazev J.G.,156,3.44576,good
Dubov G.P.,251,7.57621,good
Isaev G.G.,134,3.30758,good
Kuznetsov A.L.,100,5.73183,good
Bolshakov K.E.,199,2.02482,good
Ilin B.Z.,116,9.74348,good
Fedotov T.K.,132,4.91841,good
Usov I.S.,281,8.04912,good
Fomichev D.D.,257,1.5958,good
Kochetov A.D.,250,1.49251,good
Panin J.I.,187,3.80608,good
Popov Y.J.,101,4.24134,good
Kochetkov J.N.,217,6.51295,good
Ermolaev G.B.,204,0.601425,good
Kuzmin S.Y.,113,8.97657,good
Fedoseev Y.Y.,209,9.01218,good
Zotov S.D.,178,1.70796,good
Kolesnikov L.A.,143,0.314038,good
Serov S.K.,177,5.22215,good
Rusakov T.F.,225,2.77198,good
Lopatin T.L.,232,5.86862,good
Kireev I.S.,242,8.11895,good
Shmelev K.Y.,208,9.39871,good
Kniazev J.L.,156,5.79863,good
Rudnev P.T.,264,8.80784,good
Bogomolov G.E.,174,1.89549,good
Latyshev P.P.,237,7.18919,good
Safonov T.B.,162,0.72869,good
Vasilev P.T.,101,8.7906,good
Filippov I.B.,120,0.898531,good
Kupriianov D.J.,204,4.16796,good
Boldyrev B.N.,255,6.74693,good
Nikiforov L.S.,144,8.13047,good
Borisov T.S.,111,7.6936,good
Aleksandrov M.Y.,114,8.96524,good
Martynov T.K.,132,4.86471,good
Shevelev B.I.,245,3.77485,good
Gorshkov I.N.,159,6.87578,good
Zaitsev D.B.,110,0.768218,good
Kornilov D.K.,196,4.77641,good
Kozhevnikov P.F.,191,2.38019,good
Zubkov I.Z.,204,9.75881,good
Ageev M.N.,189,6.81199,good
Savelev Y.I.,130,3.624,good
Mitrofanov T.S.,157,7.94278,good
Kasianov J.B.,267,0.73511,good
Salnikov K.K.,239,4.83873,good
Petrovskii J.K.,216,4.99657,good
Dubrovin P.Y.,236,9.32843,good
Dementev G.D.,166,1.46196,good
IAkovlev B.B.,111,0.80322,good
Kukushkin Z.I.,298,4.08177,good
Lapshin F.Z.,209,9.6316,good
Ivanov T.E.,100,1.9808,good
Sukharev D.E.,272,1.96307,good
Semenov G.L.,105,5.75679,good
Lavrov J.L.,175,5.85675,good
Tokarev J.I.,198,3.68203,good
Guliaev I.M.,215,6.00133,good
Glebov J.D.,248,1.48787,good
Goriunov N.Z.,236,9.95401,good
Artamonov N.I.,207,4.0274,good
Kozlov T.S.,107,8.19527,good
Titov S.I.,124,3.74249,good
Snegirev A.K.,295,4.79779,good
Klimov M.M.,137,6.46495,good
Platonov M.S.,170,7.99035,good
Parfenov I.I.,223,3.57672,good
Losev I.G.,222,3.34307,good
Mironov N.D.,125,1.44897,good
Zubov F.N.,211,6.66856,good
Somov T.G.,291,3.14699,good
Bobrov D.M.,171,6.02249,good
Pavlovskii A.Y.,268,9.2083,good
Gladkov I.K.,295,5.16531,good
Galkin G.F.,152,2.64133,good
Gorbunov F.T.,150,8.33648,good
Seleznev D.M.,185,6.34619,good
Vereshchagin A.J.,263,4.58046,good
Anokhin I.D.,280,1.55873,good
Akimov P.N.,149,6.65973,good
Astafev A.S.,252,7.94881,good
Salnikov L.F.,239,2.88654,good
Bazhenov J.G.,190,3.20611,good
Mikheev K.P.,152,7.19155,good
Serebriakov T.E.,233,2.31895,good
Osipov J.I.,123,3.73359,good
Leonov A.B.,142,0.738503,good
Bogdanov E.L.,122,5.66183,good
Zorin T.J.,209,4.22552,good
Popov T.F.,101,2.93043,good
Bykov E.I.,135,3.57526,good
Kravtsov Y.M.,220,5.89419,good
Firsov I.J.,186,4.63059,good
Maksimov M.Z.,116,9.44452,good
Latyshev I.A.,238,0.504816,good
Drozdov J.M.,175,5.95927,good
Pugachev P.T.,268,8.64172,good
Markov D.B.,124,1.04579,good
Snegirev N.T.,295,8.33378,good
Semenov L.N.,105,6.58594,good
Ilin Z.A.,116,0.18916,good
Shilov Y.E.,199,1.94679,good
Tumanov Z.K.,254,5.23072,good
Kazantsev F.P.,287,7.19795,good
Biriukov M.T.,150,8.37082,good
ZHdanov T.N.,172,6.59888,good
Kozlovskii P.M.,254,6.43027,good
Rodin G.L.,200,5.34876,good
Vishnevskii N.G.,250,3.23429,good
Orekhov T.J.,235,4.4237,good
Dubrovin Y.F.,237,2.76668,good
Bessonov Z.B.,252,1.17238,good
Stepanov J.T.,107,8.36375,good
Efremov Z.G.,146,3.32928,good
Nikiforov K.L.,144,5.35956,good
Zavialov S.Y.,213,9.2989,good
Panteleev N.F.,231,2.43229,good
Golovanov Z.M.,223,5.96723,good
Beliakov D.F.,174,2.46974,good
Kotov Y.E.,145,1.96178,good
Gromov D.T.,146,8.35997,good
Panteleev M.M.,231,6.23243,good
Shcherbakov T.N.,133,6.71648,good
Diakov I.T.,249,8.71284,good
Martynov N.B.,132,1.15607,good
Nikitin A.N.,109,6.76065,good
Rudakov M.J.,233,4.54547,good
Markov L.A.,125,0.322694,good
Gurov G.T.,290,8.55082,good
Gorbachev I.N.,197,6.61425,good
Rozanov L.B.,224,0.599598,good
Postnikov P.F.,283,2.79493,good
Fedorov J.D.,103,1.7642,good
Kalmykov B.Y.,219,8.97245,good
Ostrovskii Z.M.,245,5.94159,good
Bolshakov A.N.,199,6.90932,good
Borisov K.L.,110,5.6934,good
Ulianov Y.J.,188,4.34503,good
Zubkov N.E.,204,2.03158,good
Basov K.F.,255,2.72443,good
Sergeev Z.F.,113,2.443,good
Ulianov Z.K.,189,4.76952,good
Zlobin D.Z.,296,9.61436,good
Larionov T.E.,194,2.1741,good
Ushakov A.S.,166,7.82475,good
Ageev A.Z.,189,9.60055,good
Uspenskii M.L.,249,5.734,good
Ovchinnikov D.D.,141,1.29043,good
Isaev T.K.,134,5.01854,good
Bogomolov N.K.,174,5.05059,good
Paramonov K.D.,288,1.18397,good
Uvarov Y.N.,293,6.68904,good
Eremin F.I.,151,3.86707,good
Aleksandrov I.T.,114,8.31097,good
Markov F.D.,124,1.23444,good
Maslennikov P.N.,205,6.48075,good
Martynov E.T.,132,8.48695,good
Ermolaev A.B.,204,1.05562,good
Filippov E.I.,121,3.60967,good
Kondratov S.P.,269,7.19204,good
Kriukov N.L.,174,5.80969,good
Seleznev G.D.,185,1.57154,good
Ershov F.D.,165,1.6911,good
Bulatov E.N.,243,6.71352,good
Petrovskii I.Y.,215,8.8651,good
Kartashov L.G.,275,3.41848,good
Sitnikov J.N.,252,6.99639,good
Pugachev T.S.,268,7.91982,good
Noskov T.F.,240,2.8222,good
Terentev F.D.,178,1.69961,good
Shvetsov L.B.,287,0.731837,good
Shchukin Z.P.,221,7.50171,good
Ignatev D.D.,172,1.646,good
Laptev J.S.,208,7.73202,good
Gordeev E.J.,191,4.33928,good
Shishkin A.Y.,180,9.29321,good
Panov B.F.,148,2.66287,good
Maksimov K.S.,116,7.9278,good
Vladimirov F.E.,184,2.13916,good
Sazonov F.I.,194,3.80628,good
Aksenov E.Y.,158,9.28528,good
Filippov P.M.,121,6.16563,good
Kolesnikov L.I.,143,3.56334,good
Shcheglov Y.E.,261,1.97901,good
Kruglov B.S.,206,7.9114,good
Degtiarev N.A.,234,0.182512,good
Savitskii P.B.,273,1.14529,good
Rumiantsev Y.N.,148,6.54629,good
KHomiakov G.I.,243,3.82413,good
Mikheev E.G.,152,3.31292,good
Larin A.Y.,176,9.14368,good
Ilin S.I.,116,3.93451,good
Zimin P.T.,192,8.31551,good
Gromov T.D.,146,1.29609,good
Troshin G.Z.,259,9.4207,good
Kuleshov I.G.,198,3.5206,good
Smirnov B.L.,100,5.71891,good
Skvortsov S.T.,153,8.44201,good
Serebriakov K.S.,233,8.17317,good
Seleznev M.J.,185,4.35375,good
Voronin G.G.,137,3.49157,good
Moskvin F.Y.,293,9.19119,good
Vlasov M.P.,126,7.4458,good
Troshin D.S.,259,7.76418,good
Kornev F.M.,290,6.12058,good
Isaev T.G.,134,3.14608,good
Shchukin M.D.,221,1.25922,good
Sergeev I.D.,112,1.33293,good
Evdokimov F.D.,169,1.26031,good
Maltsev E.P.,158,7.50525,good
Markin B.J.,202,4.58914,good
Cherepanov Z.E.,265,2.34676,good
Kasianov E.N.,267,6.83946,good
Dolgov B.T.,246,8.54236,good
Ushakov D.D.,166,1.20177,good
Shcheglov S.Z.,261,9.44193,good
Kriuchkov A.B.,226,0.602624,good
Makarov T.D.,109,1.41179,good
Orlov S.E.,108,2.27488,good
Fomin I.M.,130,5.99194,good
IAshin N.A.,254,0.537268,good
Vorobev Z.S.,112,8.12305,good
Zubkov J.A.,204,0.318384,good
Kochergin B.Z.,286,9.74467,good
Emelianov T.N.,144,6.7108,good
ZHuravlev T.F.,141,2.38217,good
Vinogradov P.M.,117,5.89708,good
Noskov E.E.,240,2.27762,good
Merkulov A.J.,241,4.47814,good
Shilov I.Y.,199,9.33005,good
Lukianov A.K.,152,5.13499,good
KHomiakov I.T.,243,8.59511,good
Zuev S.M.,176,6.09468,good
Naumov G.M.,140,6.24005,good
Gromov N.M.,146,6.4439,good
Panin F.A.,187,0.260003,good
Ovsiannikov Z.E.,194,2.07749,good
Kulagin M.L.,273,5.60325,good
Zlobin I.D.,296,1.20691,good
Shestakov J.D.,189,1.37716,good
Kozlov L.L.,106,5.426,good
Trifonov K.Y.,205,8.866,good
Egorov B.I.,106,3.62593,good
Glukhov B.G.,251,2.99211,good
Starostin T.Y.,218,9.13002,good
Shiriaev T.Z.,265,9.70299,good
Ushakov S.S.,166,7.97872,good
Arkhipov T.J.,146,4.4872,good
Artamonov M.N.,207,6.93926,good
Sedov S.J.,186,4.68209,good
Samsonov E.I.,181,4.01555,good
Kukushkin Y.J.,298,4.67209,good
Bezrukov I.K.,294,5.17596,good
Demianov E.Y.,270,8.99267,good
KHromov Z.D.,274,1.36994,good
Safonov J.N.,162,6.89134,good
Danilov F.I.,129,4.09278,good
Korolkov P.A.,300,0.312551,good
Sinitsyn G.E.,228,1.92647,good
Larionov S.F.,194,2.74869,good
Grekov P.I.,287,4.08626,good
Vavilov S.P.,238,7.22293,good
Rudnev L.M.,263,6.32939,good
Lapshin S.A.,208,0.00275349,good
Diakonov M.G.,215,3.46431,good
Martynov K.K.,132,4.92207,good
Kornev L.G.,289,3.18549,good
Shiriaev T.D.,265,1.38002,good
Chernov I.I.,131,3.86913,good
Orlov T.A.,108,0.561348,good
Kuzin J.S.,169,7.65532,good
Beliaev F.Z.,122,9.61921,good
Antonov Z.Z.,119,9.99092,good
Ermolaev P.G.,204,3.49783,good
Volkov S.E.,104,1.99,good
Zavialov M.L.,212,5.42825,good
Belkin F.E.,272,2.01617,good
Ermolaev L.K.,203,5.13759,good
Shuvalov P.M.,235,6.0802,good
Bychkov Z.S.,248,7.9845,good
Noskov L.D.,240,1.46671,good
Volkov B.K.,104,5.23785,good
Ponomarev F.L.,138,5.71627,good
Orekhov G.N.,234,6.78709,good
Korneev B.T.,169,8.44641,good
Kuzmin T.G.,113,3.32073,good
Gavrilov D.P.,128,7.44075,good
Gushchin N.I.,285,4.02784,good
Nikiforov L.L.,144,5.55453,good
Petukhov K.M.,176,6.14501,good
Kochetkov Y.M.,217,6.13926,good
Nazarov F.A.,133,0.396633,good
Lebedev M.G.,105,3.43489,good
Vavilov A.D.,238,1.71394,good
Meshkov M.J.,253,4.23845,good
Bulatov L.P.,243,7.30373,good
Gusev I.I.,115,3.65644,good
Ryzhov I.B.,218,0.866058,good
Blokhin L.J.,286,4.18166,good
Kochergin B.G.,286,3.25262,good
Sedov N.L.,186,5.63984,good
Bocharov T.L.,201,5.3186,good
Zelenin Z.B.,267,0.602413,good
Sveshnikov K.B.,284,1.10132,good
Subbotin Z.L.,220,5.49515,good
Shevelev N.D.,245,1.27237,good
Zubkov K.B.,204,0.59347,good
Tokarev J.Y.,198,9.17977,good
Efimov J.T.,132,8.58511,good
Gladkov Z.L.,296,5.49302,good
Diakonov D.T.,215,8.46325,good
Simonov E.N.,154,6.64346,good
Kolosov N.Z.,206,9.73193,good
Noskov J.D.,240,1.59347,good
Pankov D.F.,234,2.83333,good
Tarasov Z.M.,119,5.97956,good
Utkin T.B.,210,0.62886,good
Lapin Y.Z.,222,9.49394,good
Pankov J.F.,234,2.82231,good
Bolshakov J.J.,199,4.30824,good
Makeev T.E.,214,1.98631,good
Ryzhov I.P.,218,7.59196,good
Terekhov S.N.,188,6.72739,good
Timofeev P.N.,130,6.83365,good
Shapovalov G.D.,200,1.68483,good
Shevtsov N.Y.,247,9.20936,good
Egorov D.A.,106,0.0381843,good
Zaitsev D.E.,110,1.78152,good
Kupriianov E.N.,204,6.68274,good
Molchanov N.K.,164,5.17482,good
Kozlov G.J.,107,4.66967,good
Akimov G.B.,149,0.936437,good
Komarov T.J.,121,4.45121,good
Larin D.N.,176,6.52046,good
Stoliarov Z.T.,210,8.8235,good
Zolotov N.E.,220,2.03913,good
Lapin D.A.,222,0.160746,good
Shvetsov D.B.,287,1.09083,good
Basov I.L.,255,5.61133,good
Agafonov Z.F.,203,2.45494,good
Kopylov A.A.,197,0.300402,good
Pimenov Y.Y.,230,8.86352,good
Kliuev Y.L.,240,5.47401,good
Cherkasov D.K.,181,4.87048,good
Kopylov S.Y.,197,9.36609,good
Liubimov L.L.,196,5.48907,good
KHomiakov K.P.,242,7.53337,good
