Bazhenov F.M.,190,6.42979
Chesnokov L.Y.,262,9.17848
Grekov F.Z.,287,9.70087
Pimenov F.T.,230,8.43975
Kolesnikov N.J.,143,4.55752
Goriunov S.A.,236,0.220837
Korshunov D.P.,282,7.0695
Biriukov P.J.,150,4.36638
Kulagin L.P.,273,7.5171
Sazonov Z.N.,194,6.95679
Bocharov F.P.,201,7.53863
Kravtsov D.A.,220,0.0425392
Troitskii K.B.,264,0.799169
Bessonov D.Y.,251,9.03301
Kostin S.P.,192,7.46679
Ermolov J.A.,291,0.0634169
Bulgakov L.K.,227,5.18478
Golovin B.L.,188,5.44023
Malinin I.E.,265,2.15826
Sevastianov I.M.,238,6.26861
Koltsov N.P.,241,7.0932
Kukushkin L.F.,298,2.80289
Dobrynin S.I.,291,3.7191
Kosarev N.G.,271,3.10169
Aksenov A.B.,158,1.03797
Shmelev K.S.,208,7.7588
Agafonov E.A.,203,0.552788
Filippov B.D.,120,1.60274
Karasev P.G.,183,2.97022
Petrovskii A.K.,215,4.77804
Rusanov J.K.,276,5.19988
Terekhov J.D.,188,1.50312
Shevtsov F.T.,246,8.33682
Eremeev N.L.,274,5.77776
Ananev N.G.,243,3.31175
Starikov A.Z.,260,9.86883
Merkulov L.A.,242,0.0165742
Uspenskii T.A.,249,0.293555
Fedorov I.K.,103,4.89652
KHudiakov L.P.,278,7.38959
Maslennikov N.L.,205,5.36267
Shirokov A.D.,193,1.22507
Sergeev Z.E.,113,1.88276
Bulatov G.M.,243,6.14126
Lukin M.D.,198,1.25933
Pankov L.Z.,234,9.54028
Golikov I.T.,237,8.38102
Naumov Z.F.,140,2.59014
Dorokhov F.J.,284,4.24336
ZHarov S.Y.,274,8.97914
Malakhov F.P.,278,7.60617
Fedoseev N.J.,209,4.51851
Gavrilov F.N.,127,6.65503
Selivanov B.E.,190,2.09562
Kalachev B.L.,298,5.46975
Kolesnikov A.D.,143,1.75974
Ageev M.J.,189,4.31908
Demin B.N.,163,6.87414
Agafonov I.T.,203,8.36207
Voloshin D.Z.,277,9.73346
Terekhov A.B.,188,0.803531
Larionov K.S.,193,7.69437
Kolpakov Y.F.,262,2.50155
Korotkov I.S.,173,7.69114
Sobolev K.P.,142,7.49252
Fedosov N.N.,300,6.81666
Fomin P.A.,130,0.363676
Kriuchkov E.E.,226,2.21667
Golovanov L.N.,223,6.52622
Ivanov M.I.,100,3.71466
Ivanov E.E.,100,2.33691
Basov N.D.,255,1.65928
Dolgov P.D.,246,1.59758
Fadeev A.N.,164,6.61994
Vorontsov D.Z.,183,9.49157
Golikov K.M.,237,6.21046
Dubrovin Y.A.,236,0.179445
Ovchinnikov M.P.,141,7.21872
Pugachev K.A.,268,0.536944
Kireev J.K.,242,5.19175
Izmailov S.B.,266,0.653563
Medvedev J.Z.,119,9.7718
Maksimov J.G.,116,3.29056
Sharov J.P.,253,7.43274
Aleshin E.D.,226,1.71379
Ermakov I.Y.,142,9.39725
Ermakov Z.F.,142,2.54957
Ilin B.D.,116,1.23849
Terentev K.D.,178,1.60083
Ermolov K.B.,291,1.05185
Cherniaev T.I.,290,3.68562
Zotov J.G.,178,3.27228
Belousov P.L.,154,5.76776
Erofeev T.P.,239,7.58246
Levin T.N.,157,6.99791
Boldyrev I.Y.,256,9.35242
Gubanov M.I.,257,3.62084
Vladimirov L.J.,184,4.55072
TSvetkov I.F.,156,2.4044
Golubev B.J.,138,4.21579
Petrov K.F.,102,2.89766
Ponomarev B.E.,138,2.16386
Riabinin S.K.,297,5.27439
Rumiantsev N.T.,149,8.63643
Okulov F.P.,264,7.11564
Melnikov F.I.,127,3.82822
Konstantinov B.J.,180,4.59763
Subbotin E.S.,220,7.95353
Bykov K.A.,135,0.0322878
Izmailov F.N.,266,6.64689
Abramov J.E.,131,1.86825
Kukushkin Z.D.,298,1.34039
Tikhomirov S.Z.,151,9.46045
Gromov D.M.,146,6.06001
Baranov B.G.,120,3.47492
Emelianov F.K.,144,5.09658
Koshelev T.T.,227,8.34338
Kliuev P.G.,239,3.29434
Semin S.M.,259,6.31763
Kliuev A.A.,239,0.414204
Glukhov D.S.,251,7.67065
Degtiarev B.K.,234,5.19303
Bulgakov Y.E.,227,2.20516
IAkovlev E.B.,111,0.889927
Zolotov N.P.,220,7.06461
Grishin K.F.,145,2.61779
Fadeev P.I.,164,3.78366
Ozerov E.E.,240,2.32608
Sidorov J.J.,123,4.69498
Meshkov T.Z.,253,9.77238
Maslennikov J.A.,205,0.342431
Zubov K.A.,211,0.316388
Sukhanov P.M.,218,5.91588
Ushakov S.G.,166,3.29579
Koltsov E.L.,241,5.36528
Tikhonov J.I.,128,4.03581
Efimov Z.Z.,132,9.6691
Kopylov T.T.,197,8.67514
Bespalov G.D.,272,1.4839
Minaev Z.M.,263,6.39523
Dorofeev J.Y.,211,9.31915
Glebov N.S.,248,8.15407
Demin L.L.,163,5.72807
Melnikov D.Z.,127,9.4525
Kruglov S.D.,206,1.55414
Safonov A.G.,162,3.43613
Sukhanov B.B.,218,0.965383
Ermolaev K.A.,204,0.22405
Sedov L.T.,186,8.56876
Galkin K.N.,152,6.74525
Beliakov P.N.,174,6.9846
Ustinov A.E.,178,1.91984
Ageev N.G.,189,3.45872
Nefedov B.D.,195,1.4071
Terentev Y.E.,177,2.21656
Kniazev I.L.,156,5.86016
Kiselev D.A.,115,0.263397
Kriukov N.P.,174,7.62344
Anisimov P.B.,151,0.773243
Orekhov M.Y.,235,9.25503
Kondrashov Y.J.,235,4.30446
Agafonov K.T.,203,8.31256
Suslov Y.M.,246,6.01638
Druzhinin P.K.,244,5.19337
Kornev K.D.,289,1.61419
Zimin Z.L.,192,5.7436
Paramonov F.L.,288,5.31427
Molchanov N.N.,164,6.67049
Zimin B.L.,192,5.48736
Ermolaev M.N.,203,6.67965
Rudakov K.L.,232,5.71583
Shishkin M.J.,180,4.41313
Shchukin D.K.,221,5.02275
Kukushkin P.A.,298,0.316565
Savelev A.K.,130,5.22063
Orekhov G.A.,234,0.350595
Kuzin F.B.,169,1.07181
Lapshin I.L.,208,5.51829
Kupriianov M.M.,205,6.11111
Alekhin Y.S.,266,7.7203
Mikhailov K.K.,103,4.86681
Simonov N.N.,155,6.96996
Rogov I.K.,229,4.8685
Zinovev K.P.,209,7.1045
Dorokhov L.F.,284,2.76647
Iudin M.F.,153,2.80104
Muratov N.L.,294,5.3049
Kondratev Y.F.,149,2.35403
Voronkov J.M.,269,5.97476
Salnikov S.Y.,239,9.20252
Kozhevnikov N.S.,191,8.21177
Troitskii K.E.,264,2.3027
Volkov D.Y.,104,8.99521
Martynov F.N.,132,6.51515
Merkulov A.Y.,242,9.35936
Kireev F.T.,242,8.58766
Panin F.Z.,187,9.52431
Pozdniakov K.D.,217,1.2295
Glukhov J.N.,251,7.02471
Gribov J.B.,299,1.07739
Salnikov S.B.,239,0.998656
Kniazev J.G.,156,3.44576
Dubov G.P.,251,7.57621
Isaev G.G.,134,3.30758
Kuznetsov A.L.,100,5.73183
Bolshakov K.E.,199,2.02482
Ilin B.Z.,116,9.74348
Fedotov T.K.,132,4.91841
Usov I.S.,281,8.04912
Fomichev D.D.,257,1.5958
Kochetov A.D.,250,1.49251
Panin J.I.,187,3.80608
Popov Y.J.,101,4.24134
Kochetkov J.N.,217,6.51295
Ermolaev G.B.,204,0.601425
Kuzmin S.Y.,113,8.97657
Fedoseev Y.Y.,209,9.01218
Zotov S.D.,178,1.70796
Kolesnikov L.A.,143,0.314038
Serov S.K.,177,5.22215
Rusakov T.F.,225,2.77198
Lopatin T.L.,232,5.86862
Kireev I.S.,242,8.11895
Shmelev K.Y.,208,9.39871
Kniazev J.L.,156,5.79863
Rudnev P.T.,264,8.80784
Bogomolov G.E.,174,1.89549
Latyshev P.P.,237,7.18919
Safonov T.B.,162,0.72869
Vasilev P.T.,101,8.7906
Filippov I.B.,120,0.898531
Kupriianov D.J.,204,4.16796
Boldyrev B.N.,255,6.74693
Nikiforov L.S.,144,8.13047
Borisov T.S.,111,7.6936
Aleksandrov M.Y.,114,8.96524
Martynov T.K.,132,4.86471
Shevelev B.I.,245,3.77485
Gorshkov I.N.,159,6.87578
Zaitsev D.B.,110,0.768218
Kornilov D.K.,196,4.77641
Kozhevnikov P.F.,191,2.38019
Zubkov I.Z.,204,9.75881
Ageev M.N.,189,6.81199
Savelev Y.I.,130,3.624
Mitrofanov T.S.,157,7.94278
Kasianov J.B.,267,0.73511
Salnikov K.K.,239,4.83873
Petrovskii J.K.,216,4.99657
Dubrovin P.Y.,236,9.32843
Dementev G.D.,166,1.46196
IAkovlev B.B.,111,0.80322
Kukushkin Z.I.,298,4.08177
Lapshin F.Z.,209,9.6316
Ivanov T.E.,100,1.9808
Sukharev D.E.,272,1.96307
Semenov G.L.,105,5.75679
Lavrov J.L.,175,5.85675
Tokarev J.I.,198,3.68203
Guliaev I.M.,215,6.00133
Glebov J.D.,248,1.48787
Goriunov N.Z.,236,9.95401
Artamonov N.I.,207,4.0274
Kozlov T.S.,107,8.19527
Titov S.I.,124,3.74249
Snegirev A.K.,295,4.79779
Klimov M.M.,137,6.46495
Platonov M.S.,170,7.99035
Parfenov I.I.,223,3.57672
Losev I.G.,222,3.34307
Mironov N.D.,125,1.44897
Zubov F.N.,211,6.66856
Somov T.G.,291,3.14699
Bobrov D.M.,171,6.02249
Pavlovskii A.Y.,268,9.2083
Gladkov I.K.,295,5.16531
Galkin G.F.,152,2.64133
Gorbunov F.T.,150,8.33648
Seleznev D.M.,185,6.34619
Vereshchagin A.J.,263,4.58046
Anokhin I.D.,280,1.55873
Akimov P.N.,149,6.65973
Astafev A.S.,252,7.94881
Salnikov L.F.,239,2.88654
Bazhenov J.G.,190,3.20611
Mikheev K.P.,152,7.19155
Serebriakov T.E.,233,2.31895
Osipov J.I.,123,3.73359
Leonov A.B.,142,0.738503
Bogdanov E.L.,122,5.66183
Zorin T.J.,209,4.22552
Popov T.F.,101,2.93043
Bykov E.I.,135,3.57526
Kravtsov Y.M.,220,5.89419
Firsov I.J.,186,4.63059
Maksimov M.Z.,116,9.44452
Latyshev I.A.,238,0.504816
Drozdov J.M.,175,5.95927
Pugachev P.T.,268,8.64172
Markov D.B.,124,1.04579
Snegirev N.T.,295,8.33378
Semenov L.N.,105,6.58594
Ilin Z.A.,116,0.18916
Shilov Y.E.,199,1.94679
Tumanov Z.K.,254,5.23072
Kazantsev F.P.,287,7.19795
Biriukov M.T.,150,8.37082
ZHdanov T.N.,172,6.59888
Kozlovskii P.M.,254,6.43027
Rodin G.L.,200,5.34876
Vishnevskii N.G.,250,3.23429
Orekhov T.J.,235,4.4237
Dubrovin Y.F.,237,2.76668
Bessonov Z.B.,252,1.17238
Stepanov J.T.,107,8.36375
Efremov Z.G.,146,3.32928
Nikiforov K.L.,144,5.35956
Zavialov S.Y.,213,9.2989
Panteleev N.F.,231,2.43229
Golovanov Z.M.,223,5.96723
Beliakov D.F.,174,2.46974
Kotov Y.E.,145,1.96178
Gromov D.T.,146,8.35997
Panteleev M.M.,231,6.23243
Shcherbakov T.N.,133,6.71648
Diakov I.T.,249,8.71284
Martynov N.B.,132,1.15607
Nikitin A.N.,109,6.76065
Rudakov M.J.,233,4.54547
Markov L.A.,125,0.322694
Gurov G.T.,290,8.55082
Gorbachev I.N.,197,6.61425
Rozanov L.B.,224,0.599598
Postnikov P.F.,283,2.79493
Fedorov J.D.,103,1.7642
Kalmykov B.Y.,219,8.97245
Ostrovskii Z.M.,245,5.94159
Bolshakov A.N.,199,6.90932
Borisov K.L.,110,5.6934
Ulianov Y.J.,188,4.34503
Zubkov N.E.,204,2.03158
Basov K.F.,255,2.72443
Sergeev Z.F.,113,2.443
Ulianov Z.K.,189,4.76952
Zlobin D.Z.,296,9.61436
Larionov T.E.,194,2.1741
Ushakov A.S.,166,7.82475
Ageev A.Z.,189,9.60055
Uspenskii M.L.,249,5.734
Ovchinnikov D.D.,141,1.29043
Isaev T.K.,134,5.01854
Bogomolov N.K.,174,5.05059
Paramonov K.D.,288,1.18397
Uvarov Y.N.,293,6.68904
Eremin F.I.,151,3.86707
Aleksandrov I.T.,114,8.31097
Markov F.D.,124,1.23444
Maslennikov P.N.,205,6.48075
Martynov E.T.,132,8.48695
Ermolaev A.B.,204,1.05562
Filippov E.I.,121,3.60967
Kondratov S.P.,269,7.19204
Kriukov N.L.,174,5.80969
Seleznev G.D.,185,1.57154
Ershov F.D.,165,1.6911
Bulatov E.N.,243,6.71352
Petrovskii I.Y.,215,8.8651
Kartashov L.G.,275,3.41848
Sitnikov J.N.,252,6.99639
Pugachev T.S.,268,7.91982
Noskov T.F.,240,2.8222
Terentev F.D.,178,1.69961
Shvetsov L.B.,287,0.731837
Shchukin Z.P.,221,7.50171
Ignatev D.D.,172,1.646
Laptev J.S.,208,7.73202
Gordeev E.J.,191,4.33928
Shishkin A.Y.,180,9.29321
Panov B.F.,148,2.66287
Maksimov K.S.,116,7.9278
Vladimirov F.E.,184,2.13916
Sazonov F.I.,194,3.80628
Aksenov E.Y.,158,9.28528
Filippov P.M.,121,6.16563
Kolesnikov L.I.,143,3.56334
Shcheglov Y.E.,261,1.97901
Kruglov B.S.,206,7.9114
Degtiarev N.A.,234,0.182512
Savitskii P.B.,273,1.14529
Rumiantsev Y.N.,148,6.54629
KHomiakov G.I.,243,3.82413
Mikheev E.G.,152,3.31292
Larin A.Y.,176,9.14368
Ilin S.I.,116,3.93451
Zimin P.T.,192,8.31551
Gromov T.D.,146,1.29609
Troshin G.Z.,259,9.4207
Kuleshov I.G.,198,3.5206
Smirnov B.L.,100,5.71891
Skvortsov S.T.,153,8.44201
Serebriakov K.S.,233,8.17317
Seleznev M.J.,185,4.35375
Voronin G.G.,137,3.49157
Moskvin F.Y.,293,9.19119
Vlasov M.P.,126,7.4458
Troshin D.S.,259,7.76418
Kornev F.M.,290,6.12058
Isaev T.G.,134,3.14608
Shchukin M.D.,221,1.25922
Sergeev I.D.,112,1.33293
Evdokimov F.D.,169,1.26031
Maltsev E.P.,158,7.50525
Markin B.J.,202,4.58914
Cherepanov Z.E.,265,2.34676
Kasianov E.N.,267,6.83946
Dolgov B.T.,246,8.54236
Ushakov D.D.,166,1.20177
Shcheglov S.Z.,261,9.44193
Kriuchkov A.B.,226,0.602624
Makarov T.D.,109,1.41179
Orlov S.E.,108,2.27488
Fomin I.M.,130,5.99194
IAshin N.A.,254,0.537268
Vorobev Z.S.,112,8.12305
Zubkov J.A.,204,0.318384
Kochergin B.Z.,286,9.74467
Emelianov T.N.,144,6.7108
ZHuravlev T.F.,141,2.38217
Vinogradov P.M.,117,5.89708
Noskov E.E.,240,2.27762
Merkulov A.J.,241,4.47814
Shilov I.Y.,199,9.33005
Lukianov A.K.,152,5.13499
KHomiakov I.T.,243,8.59511
Zuev S.M.,176,6.09468
Naumov G.M.,140,6.24005
Gromov N.M.,146,6.4439
Panin F.A.,187,0.260003
Ovsiannikov Z.E.,194,2.07749
Kulagin M.L.,273,5.60325
Zlobin I.D.,296,1.20691
Shestakov J.D.,189,1.37716
Kozlov L.L.,106,5.426
Trifonov K.Y.,205,8.866
Egorov B.I.,106,3.62593
Glukhov B.G.,251,2.99211
Starostin T.Y.,218,9.13002
Shiriaev T.Z.,265,9.70299
Ushakov S.S.,166,7.97872
Arkhipov T.J.,146,4.4872
Artamonov M.N.,207,6.93926
Sedov S.J.,186,4.68209
Samsonov E.I.,181,4.01555
Kukushkin Y.J.,298,4.67209
Bezrukov I.K.,294,5.17596
Demianov E.Y.,270,8.99267
KHromov Z.D.,274,1.36994
Safonov J.N.,162,6.89134
Danilov F.I.,129,4.09278
Korolkov P.A.,300,0.312551
Sinitsyn G.E.,228,1.92647
Larionov S.F.,194,2.74869
Grekov P.I.,287,4.08626
Vavilov S.P.,238,7.22293
Rudnev L.M.,263,6.32939
Lapshin S.A.,208,0.00275349
Diakonov M.G.,215,3.46431
Martynov K.K.,132,4.92207
Kornev L.G.,289,3.18549
Shiriaev T.D.,265,1.38002
Chernov I.I.,131,3.86913
Orlov T.A.,108,0.561348
Kuzin J.S.,169,7.65532
Beliaev F.Z.,122,9.61921
Antonov Z.Z.,119,9.99092
Ermolaev P.G.,204,3.49783
Volkov S.E.,104,1.99
Zavialov M.L.,212,5.42825
Belkin F.E.,272,2.01617
Ermolaev L.K.,203,5.13759
Shuvalov P.M.,235,6.0802
Bychkov Z.S.,248,7.9845
Noskov L.D.,240,1.46671
Volkov B.K.,104,5.23785
Ponomarev F.L.,138,5.71627
Orekhov G.N.,234,6.78709
Korneev B.T.,169,8.44641
Kuzmin T.G.,113,3.32073
Gavrilov D.P.,128,7.44075
Gushchin N.I.,285,4.02784
Nikiforov L.L.,144,5.55453
Petukhov K.M.,176,6.14501
Kochetkov Y.M.,217,6.13926
Nazarov F.A.,133,0.396633
Lebedev M.G.,105,3.43489
Vavilov A.D.,238,1.71394
Meshkov M.J.,253,4.23845
Bulatov L.P.,243,7.30373
Gusev I.I.,115,3.65644
Ryzhov I.B.,218,0.866058
Blokhin L.J.,286,4.18166
Kochergin B.G.,286,3.25262
Sedov N.L.,186,5.63984
Bocharov T.L.,201,5.3186
Zelenin Z.B.,267,0.602413
Sveshnikov K.B.,284,1.10132
Subbotin Z.L.,220,5.49515
Shevelev N.D.,245,1.27237
Zubkov K.B.,204,0.59347
Tokarev J.Y.,198,9.17977
Efimov J.T.,132,8.58511
Gladkov Z.L.,296,5.49302
Diakonov D.T.,215,8.46325
Simonov E.N.,154,6.64346
Kolosov N.Z.,206,9.73193
Noskov J.D.,240,1.59347
Pankov D.F.,234,2.83333
Tarasov Z.M.,119,5.97956
Utkin T.B.,210,0.62886
Lapin Y.Z.,222,9.49394
Pankov J.F.,234,2.82231
Bolshakov J.J.,199,4.30824
Makeev T.E.,214,1.98631
Ryzhov I.P.,218,7.59196
Terekhov S.N.,188,6.72739
Timofeev P.N.,130,6.83365
Shapovalov G.D.,200,1.68483
Shevtsov N.Y.,247,9.20936
Egorov D.A.,106,0.0381843
Zaitsev D.E.,110,1.78152
Kupriianov E.N.,204,6.68274
Molchanov N.K.,164,5.17482
Kozlov G.J.,107,4.66967
Akimov G.B.,149,0.936437
Komarov T.J.,121,4.45121
Larin D.N.,176,6.52046
Stoliarov Z.T.,210,8.8235
Zolotov N.E.,220,2.03913
Lapin D.A.,222,0.160746
Shvetsov D.B.,287,1.09083
Basov I.L.,255,5.61133
Agafonov Z.F.,203,2.45494
Kopylov A.A.,197,0.300402
Pimenov Y.Y.,230,8.86352
Kliuev Y.L.,240,5.47401
Cherkasov D.K.,181,4.87048
Kopylov S.Y.,197,9.36609
Liubimov L.L.,196,5.48907
KHomiakov K.P.,242,7.53337
Rozhkov G.D.,207,1.72459
KHaritonov K.I.,155,3.80426
Shchukin T.Z.,221,9.67038
Kniazev A.G.,156,3.0139
Koltsov J.Y.,241,8.90453
Tretiakov T.F.,206,2.50356
Ermilov P.T.,288,8.39556
Kirillov J.P.,147,7.08479
Spiridonov I.K.,183,5.263
Zolotov K.B.,220,0.915335
Fomichev I.S.,257,7.8213
Sveshnikov F.G.,284,3.07859
Dubrovin E.P.,236,7.56626
Shiriaev M.M.,265,6.45346
Kruglov G.D.,206,1.54232
Efremov E.J.,146,4.55199
Kazakov L.D.,128,1.62428
Vdovin Y.I.,280,4.09058
Gorbunov A.D.,150,1.67285
Pimenov L.Z.,230,9.85431
Kuznetsov D.G.,100,3.3357
Shvetsov G.I.,288,3.54326
Prokofev D.G.,155,3.2215
Belkin I.M.,272,6.41376
Kniazev M.A.,156,0.376828
Somov G.B.,291,0.782141
Bocharov L.K.,201,4.91122
Titov F.F.,124,2.52718
Avdeev J.N.,183,6.58614
Koltsov G.A.,241,0.0166435
Panin Z.B.,187,1.0087
Davydov G.Z.,121,9.55516
IAshin G.D.,254,1.65406
ZHukov Z.B.,120,1.16442
Terekhov A.Z.,188,9.60956
Korneev S.E.,169,2.2039
Gorshkov B.F.,159,2.54563
Sitnikov J.F.,252,2.43011
Leontev F.L.,168,5.49228
Dementev T.T.,166,8.51649
Borisov N.L.,111,5.5761
Diakonov P.Y.,215,9.01996
Kopylov T.P.,197,7.59697
Potapov E.Z.,140,9.9829
Bogdanov F.I.,123,3.7504
Gladkov G.P.,295,7.45522
Savitskii Z.S.,273,7.66313
Kuleshov J.M.,198,6.41665
Muravev J.B.,173,1.02468
Fetisov E.T.,261,8.63361
Efimov K.Y.,132,9.30975
Martynov Y.F.,132,2.91166
Grigorev M.Z.,111,9.754
Savelev L.T.,129,8.30669
Larionov A.E.,194,1.89622
Petukhov Z.S.,176,7.65209
Kozin T.A.,277,0.323388
Seleznev K.I.,185,3.75437
Spiridonov Z.E.,182,1.93147
Pimenov E.M.,230,5.96947
Rybakov Y.L.,161,5.49478
Romanov B.S.,112,7.76984
Minaev S.P.,263,7.08398
Anokhin A.Y.,280,8.83565
Sveshnikov B.Z.,284,9.94661
Babushkin F.K.,281,4.99773
Tumanov N.P.,254,7.48435
Kalinin Z.N.,134,6.89707
Makeev Y.D.,215,1.71227
Egorov S.F.,106,2.82828
Fetisov K.Y.,261,9.10853
Kupriianov N.I.,204,3.99308
Kulagin D.Y.,273,9.02494
KHaritonov E.L.,155,5.48365
Eremeev I.F.,274,2.63153
Sukhanov S.F.,217,2.35834
Terentev N.G.,178,3.35606
Vereshchagin K.J.,263,4.52883
Maslennikov M.N.,205,6.67104
Paramonov A.S.,288,8.19205
Zverev I.L.,184,5.41796
Bondarev Z.P.,216,7.46284
Vishnevskii S.P.,250,7.58699
Voloshin J.I.,277,4.0675
Leontev F.N.,167,7.0228
